"Search Terms","Committee on Foreign relations"
"Total Count","36336"
"index","collection","packageId","granuleId","title","detailsLink","pdfLink","htmlLink","xmlLink","otherLink1","otherLink2","teaser","historical","publishdate"
"883","Congressional Recor","CREC-2022-04-05","CREC-2022-04-05-pt1-PgD367","Daily Digest/COMMITTEE MEETINGS FOR 2022-04-06","https://www.govinfo.gov/app/details/CREC-2022-04-05/CREC-2022-04-05-pt1-PgD367","https://www.govinfo.gov/content/pkg/CREC-2022-04-05/pdf/CREC-2022-04-05-pt1-PgD367.pdf","https://www.govinfo.gov/content/pkg/CREC-2022-04-05/html/CREC-2022-04-05-pt1-PgD367.htm","","",""," on Energy and Water Development, to hold hearings to examine proposed budget estimate and justification for fiscal year 2023 for the Army Corps of Engineers, and the Bureau of Reclamation, 10 a.m., SD-192. Committee on Armed Services: Subcommittee on Personnel, to hold hearings to examine suicide prevention and related behavioral health ...","","2022-04-05"
"884","Congressional Recor","CREC-2020-03-02","CREC-2020-03-02-pt1-PgE245-3","SENATE COMMITTEE MEETINGS","https://www.govinfo.gov/app/details/CREC-2020-03-02/CREC-2020-03-02-pt1-PgE245-3","https://www.govinfo.gov/content/pkg/CREC-2020-03-02/pdf/CREC-2020-03-02-pt1-PgE245-3.pdf","https://www.govinfo.gov/content/pkg/CREC-2020-03-02/html/CREC-2020-03-02-pt1-PgE245-3.htm","","",""," schedule of all meetings and hearings of Senate committees, subcommittees, joint committees, and committees of conference. This title requires all such committees to notify the Office of the Senate Daily Digest--designated by the Rules Committee--of the time, place and purpose of the meetings, when scheduled and any cancellations or ...","","2020-03-02"
"885","Congressional Recor","CREC-2002-05-06","CREC-2002-05-06-pt1-PgD442-3","Daily Digest/COMMITTEE MEETINGS FOR 2002-05-07","https://www.govinfo.gov/app/details/CREC-2002-05-06/CREC-2002-05-06-pt1-PgD442-3","https://www.govinfo.gov/content/pkg/CREC-2002-05-06/pdf/CREC-2002-05-06-pt1-PgD442-3.pdf","https://www.govinfo.gov/content/pkg/CREC-2002-05-06/html/CREC-2002-05-06-pt1-PgD442-3.htm","","",""," to examine homeland security funding issues and proposed legislation making supplemental appropriations for the fiscal year ending September 30, 2002, 2:30 p.m., SD-192. Committee on Armed Services: Subcommittee on Airland, closed business meeting to mark up those provisions, which fall within the jurisdiction of the subcommittee, of ...","","2002-05-06"
"886","Congressional Recor","CREC-2017-11-06","CREC-2017-11-06-pt1-PgD1176-2","Daily Digest/COMMITTEE MEETINGS FOR 2017-11-07","https://www.govinfo.gov/app/details/CREC-2017-11-06/CREC-2017-11-06-pt1-PgD1176-2","https://www.govinfo.gov/content/pkg/CREC-2017-11-06/pdf/CREC-2017-11-06-pt1-PgD1176-2.pdf","https://www.govinfo.gov/content/pkg/CREC-2017-11-06/html/CREC-2017-11-06-pt1-PgD1176-2.htm","","",""," hearings to examine the nominations of Robert Behler, of Pennsylvania, to be Director of Operational Test and Evaluation, Dean L. Winslow, of Delaware, to be an Assistant Secretary, Thomas B. Modly, of Maryland, to be Under Secretary of the Navy, and James F. Geurts, of Pennsylvania, to be an Assistant Secretary of the Navy, all of the Department ...","","2017-11-06"
"887","Congressional Recor","CREC-2006-04-27","CREC-2006-04-27-pt1-PgS3724-2","AMENDMENTS SUBMITTED AND PROPOSED","https://www.govinfo.gov/app/details/CREC-2006-04-27/CREC-2006-04-27-pt1-PgS3724-2","https://www.govinfo.gov/content/pkg/CREC-2006-04-27/pdf/CREC-2006-04-27-pt1-PgS3724-2.pdf","https://www.govinfo.gov/content/pkg/CREC-2006-04-27/html/CREC-2006-04-27-pt1-PgS3724-2.htm","","","","supplemental appropriations for the fiscal year ending September 30, 2006, and for other purposes; which was ordered to lie on the table. SA 3672. Mr. CORNYN (for himself and Mrs. Hutchison) submitted an amendment intended to be proposed by him to the bill H.R. 4939, supra. SA 3673. Mr. INOUYE submitted an amendment intended to be proposed by him ...","","2006-04-27"
"888","Congressional Recor","CREC-1996-06-03","CREC-1996-06-03-pt1-PgD553-5","Daily Digest/COMMITTEE MEETINGS FOR 1996-06-04","https://www.govinfo.gov/app/details/CREC-1996-06-03/CREC-1996-06-03-pt1-PgD553-5","https://www.govinfo.gov/content/pkg/CREC-1996-06-03/pdf/CREC-1996-06-03-pt1-PgD553-5.pdf","https://www.govinfo.gov/content/pkg/CREC-1996-06-03/html/CREC-1996-06-03-pt1-PgD553-5.htm","","",""," on Defense, to hold hearings on proposed budget estimates for fiscal year for the Department of Defense, focusing on the chemical demilitarization program, 9:30 a.m., SD-138. [[Page D554]] Committee on Environment and Public Works, to hold hearings on S. 1730, to revise the Oil Pollution Act of 1990 to prevent oilspills and to improve the ...","","1996-06-03"
"889","Congressional Recor","CREC-2001-04-26","CREC-2001-04-26-pt1-PgD362","Daily Digest/CONGRESSIONAL PROGRAM AHEAD","https://www.govinfo.gov/app/details/CREC-2001-04-26/CREC-2001-04-26-pt1-PgD362","https://www.govinfo.gov/content/pkg/CREC-2001-04-26/pdf/CREC-2001-04-26-pt1-PgD362.pdf","https://www.govinfo.gov/content/pkg/CREC-2001-04-26/html/CREC-2001-04-26-pt1-PgD362.htm","","","","to consideration of S. 1, Elementary and Secondary Education Act Authorization. On Tuesday, Senate will continue consideration of the motion to proceed to consideration of S. 1, Elementary and Secondary Education Act Authorization, with a vote on the motion to close further debate on the motion to proceed to occur at 9:30 a.m. During the remainder ...","","2001-04-26"
"890","History of Bills","HOB-2012","HOB-2012-sres379","An original resolution condemning violence by the Government of Syria against the Syrian people; from the Committee on Foreign Relations.","https://www.govinfo.gov/app/details/HOB-2012/HOB-2012-sres379","","https://www.govinfo.gov/content/pkg/HOB-2012/html/HOB-2012-sres379.htm","","",""," S. Res. 379 &mdash; An original resolution condemning violence by the Government of Syria against the Syrian people; from the Committee on Foreign Relations. By Mr. KERRY, S850 [16FE] Reported (no written report), S850 [16FE] Text, S858 [16FE], S1020 [17FE] Agreed to in the Senate, S1020 [17FE] Previous action vitiated, S1020 [17FE] ...","","2012-12-31"
"891","Congressional Recor","CREC-2021-04-20","CREC-2021-04-20-pt1-PgD378","Daily Digest/COMMITTEE MEETINGS FOR 2021-04-21","https://www.govinfo.gov/app/details/CREC-2021-04-20/CREC-2021-04-20-pt1-PgD378","https://www.govinfo.gov/content/pkg/CREC-2021-04-20/pdf/CREC-2021-04-20-pt1-PgD378.pdf","https://www.govinfo.gov/content/pkg/CREC-2021-04-20/html/CREC-2021-04-20-pt1-PgD378.htm","","",""," on Legislative Branch, to hold hearings to examine proposed budget estimates and justification for fiscal year 2022 for the Capitol Police, Architect of the Capitol, and Senate Sergeant at Arms, 2 p.m., SD-192. Committee on Armed Services: Subcommittee on Emerging Threats and Capabilities, to hold hearings to examine science and technology, ...","","2021-04-20"
"892","Congressional Recor","CREC-2005-03-03","CREC-2005-03-03-pt1-PgD173","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2005-03-03/CREC-2005-03-03-pt1-PgD173","https://www.govinfo.gov/content/pkg/CREC-2005-03-03/pdf/CREC-2005-03-03-pt1-PgD173.pdf","https://www.govinfo.gov/content/pkg/CREC-2005-03-03/html/CREC-2005-03-03-pt1-PgD173.htm","","",""," a hearing to examine proposed budget estimates for fiscal year 2006 for the U.S. Forest Service, after receiving testimony from Mark E. Rey, Under Secretary for Natural Resources and Environment, and Dale N. Bosworth, Forest Service Chief, both of the Department of Agriculture. DEFENSE AUTHORIZATION REQUEST Committee on Armed Services: ...","","2005-03-03"
"893","Congressional Recor","CREC-2004-06-22","CREC-2004-06-22-pt1-PgD666","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2004-06-22/CREC-2004-06-22-pt1-PgD666","https://www.govinfo.gov/content/pkg/CREC-2004-06-22/pdf/CREC-2004-06-22-pt1-PgD666.pdf","https://www.govinfo.gov/content/pkg/CREC-2004-06-22/html/CREC-2004-06-22-pt1-PgD666.htm","","",""," a hearing to examine the structural imbalance of the District of Columbia, focusing on the gap between the ability of the government of the District of Columbia to raise revenue at reasonable tax rates and its ability to provide services of reasonable quality to its residents, after receiving testimony from Representative Tom Davis; District...","","2004-06-22"
"894","Congressional Recor","CREC-2000-09-19","CREC-2000-09-19-pt1-PgD934","Daily Digest/COMMITTEE MEETINGS FOR 2000-09-20","https://www.govinfo.gov/app/details/CREC-2000-09-19/CREC-2000-09-19-pt1-PgD934","https://www.govinfo.gov/content/pkg/CREC-2000-09-19/pdf/CREC-2000-09-19-pt1-PgD934.pdf","https://www.govinfo.gov/content/pkg/CREC-2000-09-19/html/CREC-2000-09-19-pt1-PgD934.htm","","","",", and Forestry: to hold hearings to examine food safety issues, 9 a.m., SR-328A. Committee on Appropriations: Subcommittee on Labor, Health and Human Services, and Education, to hold hearings to examine the impact of antimicrobial resistance, 9:30 a.m., SD-124. Committee on Commerce, Science, and Transportation: business meeting to consider ...","","2000-09-19"
"895","Congressional Recor","CREC-1996-09-17","CREC-1996-09-17-pt1-PgD956-2","Daily Digest/COMMITTEE MEETINGS FOR 1996-09-18","https://www.govinfo.gov/app/details/CREC-1996-09-17/CREC-1996-09-17-pt1-PgD956-2","https://www.govinfo.gov/content/pkg/CREC-1996-09-17/pdf/CREC-1996-09-17-pt1-PgD956-2.pdf","https://www.govinfo.gov/content/pkg/CREC-1996-09-17/html/CREC-1996-09-17-pt1-PgD956-2.htm","","","","hold open and closed hearings on the Report of the Downing Assessment Task Force on the bomb attack on Khobar Towers in Saudi Arabia, and other issues related to United States policy in the Middle East, 2 p.m., SH-216. Committee on Banking, Housing, and Urban Affairs, HUD Oversight and Structure, to resume oversight hearings on the implementation ...","","1996-09-17"
"896","Congressional Recor","CREC-1999-09-15","CREC-1999-09-15-pt1-PgD993","Daily Digest/COMMITTEE MEETINGS FOR 1999-09-16","https://www.govinfo.gov/app/details/CREC-1999-09-15/CREC-1999-09-15-pt1-PgD993","https://www.govinfo.gov/content/pkg/CREC-1999-09-15/pdf/CREC-1999-09-15-pt1-PgD993.pdf","https://www.govinfo.gov/content/pkg/CREC-1999-09-15/html/CREC-1999-09-15-pt1-PgD993.htm","","",""," meeting to mark up proposed legislation making appropriations for the Departments of Veterans Affairs and Housing and Urban Development, and for sundry independent agencies, boards, commissions, corporations, and offices for the fiscal year ending September 30, 2000, 3 p.m., SD-106. Committee on Energy and Natural Resources: Subcommittee on ...","","1999-09-15"
"897","Congressional Recor","CREC-1994-06-23","CREC-1994-06-23-pt1-PgD5","Daily Digest/COMMITTEE MEETINGS FOR 1994-06-24","https://www.govinfo.gov/app/details/CREC-1994-06-23/CREC-1994-06-23-pt1-PgD5","","https://www.govinfo.gov/content/pkg/CREC-1994-06-23/html/CREC-1994-06-23-pt1-PgD5.htm","","",""," otherwise indicated) Senate Committee on Finance, Subcommittee on International Trade, to hold hearings on the implementation of the Special 301 (section 182 of the Trade Act of 1974) trade remedy law, focusing on the prospects for the law after the creation of the World Trade Organization by the Uruguay Round agreement, 2 p.m., SD-215. ...","","1994-06-23"
"898","Congressional Recor","CREC-2018-04-11","CREC-2018-04-11-pt1-PgD376","Daily Digest/COMMITTEE MEETINGS FOR 2018-04-12","https://www.govinfo.gov/app/details/CREC-2018-04-11/CREC-2018-04-11-pt1-PgD376","https://www.govinfo.gov/content/pkg/CREC-2018-04-11/pdf/CREC-2018-04-11-pt1-PgD376.pdf","https://www.govinfo.gov/content/pkg/CREC-2018-04-11/html/CREC-2018-04-11-pt1-PgD376.htm","","",""," on Departments of Labor, Health and Human Services, and Education, and Related Agencies, to hold hearings to examine proposed budget estimates and justification for fiscal year 2019 for the Department of Labor, 10 a.m., SD-124. Committee on Armed Services: to hold hearings to examine the posture of the Department of the Army in review of the ...","","2018-04-11"
"899","Congressional Recor","CREC-2015-03-09","CREC-2015-03-09-pt1-PgE317","SENATE COMMITTEE MEETINGS","https://www.govinfo.gov/app/details/CREC-2015-03-09/CREC-2015-03-09-pt1-PgE317","https://www.govinfo.gov/content/pkg/CREC-2015-03-09/pdf/CREC-2015-03-09-pt1-PgE317.pdf","https://www.govinfo.gov/content/pkg/CREC-2015-03-09/html/CREC-2015-03-09-pt1-PgE317.htm","","",""," schedule of all meetings and hearings of Senate committees, subcommittees, joint committees, and committees of conference. This title requires all such committees to notify the Office of the Senate Daily Digest--designated by the Rules Committee--of the time, place and purpose of the meetings, when scheduled and any cancellations or ...","","2015-03-09"
"900","Congressional Recor","CREC-1998-09-08","CREC-1998-09-08-pt1-PgD942-4","Daily Digest/COMMITTEE MEETINGS FOR 1998-09-09","https://www.govinfo.gov/app/details/CREC-1998-09-08/CREC-1998-09-08-pt1-PgD942-4","https://www.govinfo.gov/content/pkg/CREC-1998-09-08/pdf/CREC-1998-09-08-pt1-PgD942-4.pdf","https://www.govinfo.gov/content/pkg/CREC-1998-09-08/html/CREC-1998-09-08-pt1-PgD942-4.htm","","",""," Transportation, to resume hearings on S. 625, to provide for competition between forms of motor vehicle insurance, to permit an owner of a motor vehicle to choose the most appropriate form of insurance for that person, to guarantee affordable premiums, and to provide for more adequate and timely compensation for accident victims, 9:30 a.m., SR-...","","1998-09-08"
"901","Congressional Recor","CREC-1996-09-23","CREC-1996-09-23-pt1-PgD984-5","Daily Digest/COMMITTEE MEETINGS FOR 1996-09-24","https://www.govinfo.gov/app/details/CREC-1996-09-23/CREC-1996-09-23-pt1-PgD984-5","https://www.govinfo.gov/content/pkg/CREC-1996-09-23/pdf/CREC-1996-09-23-pt1-PgD984-5.pdf","https://www.govinfo.gov/content/pkg/CREC-1996-09-23/html/CREC-1996-09-23-pt1-PgD984-5.htm","","",""," Transportation, Subcommittee on Consumer Affairs, Foreign Commerce, and Tourism, to hold hearings on S. 1860, to provide for legal reform and consumer compensation relating to motor vehicle tort systems, 2:30 p.m., SR-253. Committee on Foreign Relations, to hold hearings to examine the need for ballistic missile defense, 10 a.m., SD-419. ...","","1996-09-23"
"902","Congressional Recor","CREC-2000-02-24","CREC-2000-02-24-pt1-PgD117","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2000-02-24/CREC-2000-02-24-pt1-PgD117","https://www.govinfo.gov/content/pkg/CREC-2000-02-24/pdf/CREC-2000-02-24-pt1-PgD117.pdf","https://www.govinfo.gov/content/pkg/CREC-2000-02-24/html/CREC-2000-02-24-pt1-PgD117.htm","","",""," Related Agencies concluded hearings on proposed budget estimates for fiscal year 2001 for the Department of Transportation, focusing on safety initiatives, after receiving testimony from Vice Adm. James C. Card, Commandant, United States Coast Guard, Rosalyn G. Millman, Acting Administrator, National Highway Traffic Safety Administration, Kelley ...","","2000-02-24"
"903","Congressional Record (Bound Edition)","CRECB-2014-pt5","CRECB-2014-pt5-Pg6822-2","SENATE COMMITTEE MEETINGS","https://www.govinfo.gov/app/details/CRECB-2014-pt5/CRECB-2014-pt5-Pg6822-2","https://www.govinfo.gov/content/pkg/CRECB-2014-pt5/pdf/CRECB-2014-pt5-Pg6822-2.pdf","https://www.govinfo.gov/content/pkg/CRECB-2014-pt5/html/CRECB-2014-pt5-Pg6822-2.htm","","",""," schedule of all meetings and hearings of Senate committees, subcommittees, joint committees, and committees of conference. This title requires all such committees to notify the Office of the Senate Daily Digest--designated by the Rules Committee--of the time, place and purpose of the meetings, when scheduled and any cancellations or ...","","2014-05-05"
"904","Congressional Record (Bound Edition)","CRECB-2014-pt2","CRECB-2014-pt2-Pg3109-2","SENATE COMMITTEE MEETINGS","https://www.govinfo.gov/app/details/CRECB-2014-pt2/CRECB-2014-pt2-Pg3109-2","https://www.govinfo.gov/content/pkg/CRECB-2014-pt2/pdf/CRECB-2014-pt2-Pg3109-2.pdf","https://www.govinfo.gov/content/pkg/CRECB-2014-pt2/html/CRECB-2014-pt2-Pg3109-2.htm","","",""," schedule of all meetings and hearings of Senate committees, subcommittees, joint committees, and committees of conference. This title requires all such committees to notify the Office of the Senate Daily Digest--designated by the Rules Committee--of the time, place and purpose of the meetings, when scheduled and any cancellations or ...","","2014-02-24"
"905","Congressional Record (Bound Edition)","CRECB-2014-pt4","CRECB-2014-pt4-Pg4954-2","SENATE COMMITTEE MEETINGS","https://www.govinfo.gov/app/details/CRECB-2014-pt4/CRECB-2014-pt4-Pg4954-2","https://www.govinfo.gov/content/pkg/CRECB-2014-pt4/pdf/CRECB-2014-pt4-Pg4954-2.pdf","https://www.govinfo.gov/content/pkg/CRECB-2014-pt4/html/CRECB-2014-pt4-Pg4954-2.htm","","",""," schedule of all meetings and hearings of Senate committees, subcommittees, joint committees, and committees of conference. This title requires all such committees to notify the Office of the Senate Daily Digest--designated by the Rules Committee--of the time, place and purpose of the meetings, when scheduled and any cancellations or ...","","2014-03-26"
"906","Congressional Recor","CREC-2023-02-09","CREC-2023-02-09-pt1-PgD115","Daily Digest/Senate Committee Meetings","https://www.govinfo.gov/app/details/CREC-2023-02-09/CREC-2023-02-09-pt1-PgD115","https://www.govinfo.gov/content/pkg/CREC-2023-02-09/pdf/CREC-2023-02-09-pt1-PgD115.pdf","https://www.govinfo.gov/content/pkg/CREC-2023-02-09/html/CREC-2023-02-09-pt1-PgD115.htm","","",""," to examine the 2023 Farm Bill, focusing on commodity programs, crop insurance, and credit, after receiving testimony from Robert Bonnie, Under Secretary for Farm Production and Conservation, Marcia Bunger, Administrator, Risk Management Agency, and Zach Ducheneaux, Administrator, Farm Service Agency, all of the Department of Agriculture. ...","","2023-02-09"
